TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2026,2,5,11,56,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.2415,5453254.8617
Other Theft,2026,2,9,17,49,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.2415,5453254.8617
Other Theft,2026,2,5,9,51,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,2,8,11,31,34XX KINGSWAY AVE,Renfrew-Collingwood,497691.9514,5453254.634
Other Theft,2026,1,16,21,45,34XX MATAPAN CRES,Renfrew-Collingwood,497852.5666,5456061.8983
Other Theft,2026,1,15,15,42,34XX NORMANDY DR,Renfrew-Collingwood,497857.1412,5455568.6903
Other Theft,2026,1,19,12,30,34XX OXFORD ST,Hastings-Sunrise,497792.6086,5459219.0013
Other Theft,2026,2,8,12,49,34XX SAWMILL CRES,Killarney,497659.6438,5450359.5256
Other Theft,2026,1,16,1,45,34XX SLOCAN ST,Renfrew-Collingwood,496396.33,5455627.0853
Other Theft,2026,1,1,1,1,35XX CAMBRIDGE ST,Hastings-Sunrise,498104.1401,5459332.0136
Other Theft,2026,1,31,21,37,35XX COPLEY ST,Kensington-Cedar Cottage,495748.6024,5455228.0436
Other Theft,2026,1,10,17,40,35XX CORSICA WAY,Killarney,497966.4132,5450607.613
Other Theft,2026,1,27,18,0,35XX E 45TH AVE,Killarney,498010.5412,5452934.3733
Other Theft,2026,1,31,9,30,35XX E HASTINGS ST,Hastings-Sunrise,497948.8688,5458704.5307
Other Theft,2026,2,9,13,26,35XX GLEN DR,Kensington-Cedar Cottage,494052.3812,5455598.4762
Other Theft,2026,1,9,14,29,34XX KINGSWAY AVE,Renfrew-Collingwood,497579.4862,5453328.4703
Other Theft,2026,1,28,9,14,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2026,2,9,13,15,34XX KINGSWAY AVE,Renfrew-Collingwood,497634.0761,5453286.5094
Other Theft,2026,1,21,7,42,34XX KINGSWAY AVE,Renfrew-Collingwood,497635.7353,5453285.3516
Other Theft,2026,1,28,22,46,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,2,11,22,5,35XX GRANDVIEW HWY,Renfrew-Collingwood,498073.3815,5456160.7117
Other Theft,2026,2,3,19,54,35XX MAIN ST,Riley Park,492660.5588,5455592.641
Other Theft,2026,1,12,14,25,35XX W 41ST AVE,Dunbar-Southlands,486661.6329,5453574.8045
Other Theft,2026,2,3,17,15,35XX W 41ST AVE,Dunbar-Southlands,486661.6329,5453574.8045
Other Theft,2026,1,31,12,40,35XX W 4TH AVE,Kitsilano,486756.3204,5457332.1732
Other Theft,2026,1,5,10,21,35XX WINDSOR ST,Kensington-Cedar Cottage,493911.1139,5455613.1262
Other Theft,2026,1,28,20,11,36XX LOUGHEED HWY,Hastings-Sunrise,498259.5936,5456983.1114
Other Theft,2026,1,12,13,11,36XX MAIN ST,Riley Park,492650.0388,5455519.0765
Other Theft,2026,1,4,9,9,36XX PENTICTON ST,Renfrew-Collingwood,496207.2041,5455510.6353
Other Theft,2026,1,5,13,55,37XX MAIN ST,Riley Park,492656.7329,5455390.675
Other Theft,2026,1,15,17,0,37XX MAIN ST,Riley Park,492656.7329,5455390.675
Other Theft,2026,2,4,15,34,37XX MAIN ST,Riley Park,492658.1997,5455432.3076
Other Theft,2026,1,26,4,48,37XX W 16TH AVE,West Point Grey,486369.5292,5456161.7271
Other Theft,2026,1,1,13,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,2,23,19,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,3,15,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,3,17,27,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,3,18,7,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,3,19,20,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,4,11,20,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,4,13,46,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,4,18,28,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,5,21,9,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,6,9,18,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,6,21,53,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,7,10,38,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,7,15,55,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,7,17,58,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,8,15,2,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,9,9,3,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,9,18,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,10,10,11,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,10,18,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,11,13,50,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,11,21,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,12,9,3,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,12,13,54,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,12,22,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,13,8,0,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,13,16,22,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,19,20,10,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,20,22,7,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,26,17,30,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,26,20,35,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,27,20,45,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,31,22,36,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,2,1,11,25,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,2,3,23,40,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,2,4,21,31,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,2,8,15,22,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,2,9,14,18,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,2,9,21,25,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,2,10,10,5,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,2,11,15,13,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,2,11,16,15,31XX GRANDVIEW HWY,Renfrew-Collingwood,497308.7697,5456155.9233
Other Theft,2026,1,8,21,27,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2026,1,14,20,12,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2026,1,14,22,5,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2026,1,18,19,37,35XX GRANDVIEW HWY,Renfrew-Collingwood,498072.7748,5456160.7021
Other Theft,2026,1,24,23,0,3XX CAMBIE ST,Central Business District,492064.4008,5458975.0476
Other Theft,2026,1,24,23,30,3XX CAMBIE ST,Central Business District,492064.4008,5458975.0476
Other Theft,2026,2,5,13,0,3XX COLUMBIA ST,Central Business District,492569.7916,5458843.2657
Other Theft,2026,1,7,11,29,3XX E 10TH AVE,Mount Pleasant,492826.6301,5456578.8254
Other Theft,2026,1,9,16,10,3XX E 16TH AVE,Mount Pleasant,492926.2535,5455982.4199
Other Theft,2026,1,10,11,33,3XX E 33RD AVE,Riley Park,492913.0091,5454184.0943
Other Theft,2026,1,18,8,32,3XX E BROADWAY AVE,Mount Pleasant,492886.9435,5456671.9105
Other Theft,2026,1,18,9,30,3XX E BROADWAY AVE,Mount Pleasant,492886.9435,5456671.9105
Other Theft,2026,2,8,14,17,3XX E BROADWAY AVE,Mount Pleasant,492886.9435,5456671.9105
Other Theft,2026,1,21,17,50,3XX MAIN ST,Strathcona,492755.1141,5458755.89
Other Theft,2026,1,11,3,0,3XX POWELL ST,Strathcona,492935.1886,5458932.5257
Other Theft,2026,1,17,22,0,3XX POWELL ST,Strathcona,492940.2813,5458932.3656
Other Theft,2026,1,26,2,49,3XX POWELL ST,Strathcona,492945.4469,5458941.355
Other Theft,2026,2,4,16,36,3XX POWELL ST,Strathcona,492945.4469,5458941.355
Other Theft,2026,1,25,0,0,3XX POWELL ST,Strathcona,493025.0012,5458929.7536
Other Theft,2026,2,6,9,45,3XX POWELL ST,Strathcona,493061.5929,5458928.6253
Other Theft,2026,1,15,10,38,3XX POWELL ST,Strathcona,493061.8747,5458937.765
Other Theft,2026,1,15,13,27,3XX POWELL ST,Strathcona,493061.8747,5458937.765
Other Theft,2026,1,4,12,48,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2026,1,13,17,20,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2026,1,25,14,22,3XX ABBOTT ST,Central Business District,492213.7305,5458862.1489
Other Theft,2026,1,2,14,25,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2026,1,7,11,35,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2026,1,10,19,0,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2026,1,18,18,7,3XX ABBOTT ST,Central Business District,492213.8723,5458862.6471
Other Theft,2026,1,3,9,0,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,4,12,19,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,4,17,5,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,4,18,40,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,5,12,55,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,5,14,45,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,6,12,22,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,6,15,33,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,6,18,49,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,9,15,0,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,10,9,30,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,10,16,30,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,11,12,5,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,11,20,0,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,12,17,41,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,13,8,51,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,13,13,29,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,13,14,38,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,13,15,8,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,13,18,21,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,14,8,40,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,14,11,52,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,14,13,12,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,15,17,15,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,15,17,32,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,17,15,29,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,17,17,37,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,18,16,10,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,19,11,34,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,19,12,27,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,19,15,33,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,25,16,51,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,27,9,12,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,31,12,11,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,31,12,33,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,3,14,45,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,5,11,10,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,5,18,9,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,5,19,52,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,7,20,49,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,8,17,56,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,10,8,48,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,10,12,1,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,10,14,14,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,10,17,19,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,10,18,31,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,11,12,9,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,11,15,0,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,11,17,59,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,2,11,20,44,3XX ABBOTT ST,Central Business District,492218.7053,5458879.6576
Other Theft,2026,1,3,11,40,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,5,13,22,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,7,8,13,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,8,18,9,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,11,14,7,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,11,16,1,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,11,17,46,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,14,21,11,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,15,8,25,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,15,16,7,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,15,17,16,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,16,17,43,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,17,11,49,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,17,13,20,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,18,11,34,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,21,17,49,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,23,8,50,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,23,12,57,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,25,9,34,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,27,14,15,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,28,12,16,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,29,17,10,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,30,15,24,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,30,18,3,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,31,18,39,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,1,10,28,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,1,18,8,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,2,13,54,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,2,15,35,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,2,16,1,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,3,11,28,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,3,13,40,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,6,16,6,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,6,16,20,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,7,11,16,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,7,12,18,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,8,14,4,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,8,15,7,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,8,15,51,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,2,12,13,10,3XX ABBOTT ST,Central Business District,492219.1855,5458881.348
Other Theft,2026,1,29,19,31,3XX ABBOTT ST,Central Business District,492224.3347,5458899.4705
Other Theft,2026,1,1,1,28,3XX ABBOTT ST,Central Business District,492230.7233,5458888.4988
Other Theft,2026,1,13,13,30,3XX ALEXANDER ST,Strathcona,492907.9472,5459034.2866
Other Theft,2026,1,29,17,2,3XX ALEXANDER ST,Strathcona,492964.6928,5459032.4943
Other Theft,2026,1,29,0,0,3XX ALEXANDER ST,Strathcona,492971.786,5459032.2703
Other Theft,2026,1,29,20,0,3XX ALEXANDER ST,Strathcona,492971.786,5459032.2703
Other Theft,2026,1,27,4,30,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.2628
Other Theft,2026,2,6,17,24,3XX ALEXANDER ST,Strathcona,492972.0127,5459032.2628
Other Theft,2026,1,3,18,7,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,5,14,25,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,10,15,45,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,12,14,37,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,17,18,5,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,18,13,45,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,18,19,51,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,19,10,17,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,30,17,45,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,3,16,31,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,6,15,20,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,8,16,1,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,2,8,17,31,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2026,1,6,17,30,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,7,12,29,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,8,11,49,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,9,20,13,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,12,8,46,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,16,13,30,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,16,19,0,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,20,15,25,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,21,18,50,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,23,14,14,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,26,13,50,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,28,15,40,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,28,18,58,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,29,15,32,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,29,17,27,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,30,14,43,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,30,20,43,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,2,6,8,52,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,2,6,17,39,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,2,7,13,39,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,2,7,15,58,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,2,7,17,18,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,2,7,20,30,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,2,7,23,51,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,2,9,22,12,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2026,1,19,10,0,3XX E HASTINGS ST,Strathcona,492915.7127,5458728.6332
Other Theft,2026,1,21,17,10,3XX E HASTINGS ST,Strathcona,492970.968,5458726.9962
Other Theft,2026,1,17,4,0,3XX E HASTINGS ST,Strathcona,492978.914,5458726.7604
Other Theft,2026,1,21,0,0,3XX E HASTINGS ST,Strathcona,492996.1508,5458726.2497
Other Theft,2026,1,29,19,0,3X SMITHE ST,Central Business District,491792.4884,5458018.0704
Other Theft,2026,1,31,20,16,3X SMITHE ST,Central Business District,491792.4884,5458018.0704
Other Theft,2026,1,20,8,0,3X W 1ST AVE,Mount Pleasant,492330.7877,5457490.7022
Other Theft,2026,1,22,14,56,3XX W CORDOVA ST,Central Business District,492044.8923,5458992.3817
Other Theft,2026,1,17,16,0,3XX W GEORGIA ST,Central Business District,491651.5374,5458615.1804
Other Theft,2026,1,26,13,30,3XX W GEORGIA ST,Central Business District,491651.5374,5458615.1804
